clientid,CUSTOMERNAME,PHONE,CONTACTLASTNAME,CONTACTFIRSTNAME
196,"Clover Collections, Co.",+353 1862 1555,Cassidy,Dean
71,Mini Classics,9145554562,Frick,Steve
18,Diecast Classics Inc.,2155551555,Yu,Kyung
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
114,Enaco Distributors,(93) 203 4555,Saavedra,Eduardo
554,Gift Ideas Corp.,2035554407,Lewis,Dan
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
23,FunGiftIdeas.com,5085552555,Benitez,Violeta
1,Reims Collectables,26.47.1555,Henriot,Paul
12,Tekni Collectables Inc.,2015559350,Brown,William
174,L'ordine Souveniers,0522-556555,Moroni,Maurizio
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
10,"Australian Collectors, Co.",03 9520 4555,Ferguson,Peter
109,Mini Creations Ltd.,5085559555,Tam,Wing C
16,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
5,Technics Stores Inc.,6505556809,Hirano,Juri
36,West Coast Collectables Co.,3105553722,Thompson,Steve
63,Osaka Souveniers Co.,+81 06 6342 5555,Kentary,Mory
10,"Australian Collectors, Co.",03 9520 4555,Ferguson,Peter
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
464,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
567,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Donnermeyer,Michael
71,Mini Classics,9145554562,Frick,Steve
123,giftsbymail.co.uk,(198) 555-8888,Bennett,Helen
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
20,Salzburg Collectables,6562-9555,Pipps,Georg
554,Gift Ideas Corp.,2035554407,Lewis,Dan
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
1,Reims Collectables,26.47.1555,Henriot,Paul
12,Tekni Collectables Inc.,2015559350,Brown,William
174,L'ordine Souveniers,0522-556555,Moroni,Maurizio
106,Danish Wholesale Imports,31 12 3555,Petersen,Jytte
114,Enaco Distributors,(93) 203 4555,Saavedra,Eduardo
108,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
42,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
197,CAF Imports,+34 913 728 555,Fernandez,Jesus
109,Mini Creations Ltd.,5085559555,Tam,Wing C
114,Enaco Distributors,(93) 203 4555,Saavedra,Eduardo
34,"Saveley & Henriot, Co.",78.32.5555,Saveley,Mary
116,Collectable Mini Designs Co.,7605558146,Thompson,Valarie
123,giftsbymail.co.uk,(198) 555-8888,Bennett,Helen
0,Land of Toys Inc.,2125557818,Yu,Kwai
52,Quebec Home Shopping Network,(514) 555-8054,Fresnisre,Jean
119,Petit Auto,(02) 5554 67,Dewey,Catherine
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
121,Gifts4AllAges.com,6175559555,Yoshido,Juri
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
106,Danish Wholesale Imports,31 12 3555,Petersen,Jytte
31,Classic Legends Inc.,2125558493,Hernandez,Maria
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
112,Alpha Cognac,61.77.6555,Roulet,Annette
121,Gifts4AllAges.com,6175559555,Yoshido,Juri
106,Danish Wholesale Imports,31 12 3555,Petersen,Jytte
30,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
108,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
42,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
197,CAF Imports,+34 913 728 555,Fernandez,Jesus
109,Mini Creations Ltd.,5085559555,Tam,Wing C
114,Enaco Distributors,(93) 203 4555,Saavedra,Eduardo
34,"Saveley & Henriot, Co.",78.32.5555,Saveley,Mary
116,Collectable Mini Designs Co.,7605558146,Thompson,Valarie
123,giftsbymail.co.uk,(198) 555-8888,Bennett,Helen
0,Land of Toys Inc.,2125557818,Yu,Kwai
52,Quebec Home Shopping Network,(514) 555-8054,Fresnisre,Jean
119,Petit Auto,(02) 5554 67,Dewey,Catherine
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
175,Online Mini Collectables,6175557555,Barajas,Miguel
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
106,Danish Wholesale Imports,31 12 3555,Petersen,Jytte
31,Classic Legends Inc.,2125558493,Hernandez,Maria
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
112,Alpha Cognac,61.77.6555,Roulet,Annette
121,Gifts4AllAges.com,6175559555,Yoshido,Juri
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
20,Salzburg Collectables,6562-9555,Pipps,Georg
554,Gift Ideas Corp.,2035554407,Lewis,Dan
109,Mini Creations Ltd.,5085559555,Tam,Wing C
16,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
5,Technics Stores Inc.,6505556809,Hirano,Juri
112,Alpha Cognac,61.77.6555,Roulet,Annette
161,Cruz & Sons Co.,+63 2 555 3587,Cruz,Arnold
63,Osaka Souveniers Co.,+81 06 6342 5555,Kentary,Mory
116,Collectable Mini Designs Co.,7605558146,Thompson,Valarie
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
464,"Norway Gifts By Mail, Co.",+47 2212 1555,Klaeboe,Jan
567,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Donnermeyer,Michael
71,Mini Classics,9145554562,Frick,Steve
123,giftsbymail.co.uk,(198) 555-8888,Bennett,Helen
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
39,"Tokyo Collectables, Ltd",+81 3 3584 0555,Shimamura,Akiko
937,Auto-Moto Classics Inc.,6175558428,Taylor,Leslie
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
1,Reims Collectables,26.47.1555,Henriot,Paul
12,Tekni Collectables Inc.,2015559350,Brown,William
174,L'ordine Souveniers,0522-556555,Moroni,Maurizio
481,Rovelli Gifts,035-640555,Rovelli,Giovanni
20,Salzburg Collectables,6562-9555,Pipps,Georg
554,Gift Ideas Corp.,2035554407,Lewis,Dan
109,Mini Creations Ltd.,5085559555,Tam,Wing C
16,"Toys of Finland, Co.",90-224 8555,Karttunen,Matti
42,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
112,Alpha Cognac,61.77.6555,Roulet,Annette
113,"Double Decker Gift Stores, Ltd",(171) 555-7555,Hardy,Thomas
114,Enaco Distributors,(93) 203 4555,Saavedra,Eduardo
115,"Men 'R' US Retailers, Ltd.",2155554369,Chandler,Michael
116,Collectable Mini Designs Co.,7605558146,Thompson,Valarie
37,Cambridge Collectables Co.,6175555555,Tseng,Kyung
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
49,Collectables For Less Inc.,6175558555,Nelson,Allen
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
567,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Donnermeyer,Michael
33,"Classic Gift Ideas, Inc",2155554695,Cervantes,Francisca
123,giftsbymail.co.uk,(198) 555-8888,Bennett,Helen
0,Land of Toys Inc.,2125557818,Yu,Kwai
39,"Tokyo Collectables, Ltd",+81 3 3584 0555,Shimamura,Akiko
937,Auto-Moto Classics Inc.,6175558428,Taylor,Leslie
21,Souveniers And Things Co.,+61 2 9495 8555,Huxley,Adrian
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
1,Reims Collectables,26.47.1555,Henriot,Paul
131,The Sharp Gifts Warehouse,4085553659,Frick,Sue
483,"Australian Collectables, Ltd",61-9-3844-6555,Connery,Sean
106,Danish Wholesale Imports,31 12 3555,Petersen,Jytte
30,"Dragon Souveniers, Ltd.",+65 221 7555,Natividad,Eric
108,"Stylish Desk Decors, Co.",(171) 555-0297,Brown,Ann
44,Mini Gifts Distributors Ltd.,4155551450,Nelson,Valarie
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
42,Scandinavian Gift Ideas,0695-34 6555,Larsson,Maria
197,CAF Imports,+34 913 728 555,Fernandez,Jesus
109,Mini Creations Ltd.,5085559555,Tam,Wing C
114,Enaco Distributors,(93) 203 4555,Saavedra,Eduardo
34,"Saveley & Henriot, Co.",78.32.5555,Saveley,Mary
116,Collectable Mini Designs Co.,7605558146,Thompson,Valarie
123,giftsbymail.co.uk,(198) 555-8888,Bennett,Helen
0,Land of Toys Inc.,2125557818,Yu,Kwai
52,Quebec Home Shopping Network,(514) 555-8054,Fresnisre,Jean
119,Petit Auto,(02) 5554 67,Dewey,Catherine
120,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Lincoln,Elizabeth
41,Amica Models & Co.,011-4988555,Accorti,Paolo
202,"AV Stores, Co.",(171) 555-1555,Ashworth,Victoria
14,La Rochelle Gifts,40.67.8555,Labrune,Janine
106,Danish Wholesale Imports,31 12 3555,Petersen,Jytte
31,Classic Legends Inc.,2125558493,Hernandez,Maria
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
128,"Oulu Toy Supplies, Inc.",981-443655,Koskitalo,Pirkko
25,Euro Shopping Channel,(91) 555 94 44,Freyre,Diego
112,Alpha Cognac,61.77.6555,Roulet,Annette
121,Gifts4AllAges.com,6175559555,Yoshido,Juri
